freq,c_resid,unit,nace_r2,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 	2025 
A,FOR,NR,I553,PL62	: 	: 	: 	: 	: 	7966 	7976 	5707 	5777 	3053 	3639 	2421 	1839 	3178 	4906 	20530 	2770 	4997 	3429 	3445 	3557 	3332 	4708 b	5471 	3982 	5397 	4740 	7076 	7134 	7100 	1583 	2016 	3031 	6435 	10423 	: 
A,FOR,NR,I553,PL63	: 	: 	: 	: 	: 	11028 	9186 	8401 	11275 	8293 	6099 	6673 	11879 	12592 	15293 	3513 	17757 	18284 	16529 	14200 	14143 	12475 	19563 b	8135 	10749 	10320 	13293 	14237 	17115 	20978 	8552 	11271 	8395 	12482 	15903 	: 
A,FOR,NR,I553,PL7	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1877 	2048 	2742 	501 	1191 	710 	840 	1160 	: 
A,FOR,NR,I553,PL71	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	202 	9 	27 	16 	0 	0 	: 
A,FOR,NR,I553,PL72	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1877 	2048 	2540 	492 	1164 	694 	840 	1160 	: 
A,FOR,NR,I553,PL8	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5656 	5543 	5950 	1219 	2094 	3831 	3776 	5105 	: 
A,FOR,NR,I553,PL81	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1095 	1194 	1403 	364 	483 	743 	69 	404 	: 
A,FOR,NR,I553,PL82	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	95 	144 	94 	37 	21 	42 	10 	11 	: 
A,FOR,NR,I553,PL84	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4466 	4205 	4453 	818 	1590 	3046 	3697 	4690 	: 
A,FOR,NR,I553,PL9	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	172 	146 	221 	60 	389 	82 	130 	207 	: 
A,FOR,NR,I553,PL91	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	98 	36 	44 	98 	: 
A,FOR,NR,I553,PL92	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	172 	146 	221 	60 	291 	46 	86 	109 	: 
A,FOR,NR,I553,PT	758328 	820550 	645811 	560517 	546096 	539636 	455655 	439842 	519489 	422260 	426751 	402932 	436032 	409571 	376716 	352862 	403504 	424230 	453080 	451809 	427389 	404570 	391644 b	401597 b	445789 	500764 	626654 	644135 	663785 	657102 	220669 	336006 	810182 	887629 	900983 	: 
A,FOR,NR,I553,PT1	: 	: 	: 	: 	: 	537825 	454129 	438218 	517991 	419244 	423808 	399683 	433138 	407254 	374783 	350880 	401489 	421535 	453080 	449822 	425221 	401725 	388935 b	399158 b	443660 	497961 	623370 	639476 	657728 	650925 	220228 	333366 	: @C	880350 	891103 	: 
A,FOR,NR,I553,PT11	: 	: 	: 	: 	: 	93576 	80655 	81749 	87581 	77302 	89458 	82362 	97476 	82287 	66497 	67953 	72752 	81849 	81901 	85711 	81476 	83896 	77575 b	79835 b	86162 	102066 	124517 	131176 	133343 	136783 	32580 	63206 	156567 	170095 	175751 	: 
A,FOR,NR,I553,PT15	: 	: 	: 	: 	: 	125162 	109403 	103065 	122745 	: @C	119708 	114774 	106653 	116134 	108929 	106541 	118264 	129153 	132536 	130595 	121290 	107799 	110341 b	115668 b	127725 	130230 	183137 	184215 	203403 	194659 	86252 	105639 	267807 	299294 	279864 	: 
A,FOR,NR,I553,PT16	: 	: 	: 	: 	: 	: 	138866 	136209 	139397 	111450 	111690 	100495 	112790 	103667 	93771 	87558 	92054 	103340 	110401 	106936 	99396 	90975 	84025 b	83364 b	98183 	114180 	135604 	134763 	132172 	129509 	36890 	63113 	157002 	: 	: 	: 
A,FOR,NR,I553,PT17	: 	: 	: 	: 	: 	: 	81755 	69883 	106237 	66557 	54979 	55704 	61376 	57641 	63358 	48833 	78688 	62751 	83904 	81650 	81171 	77081 	71871 b	67628 b	75859 	81532 	95197 	98921 	93411 	92146 	23853 	47923 	112645 @C	: 	: 	: 
A,FOR,NR,I553,PT18	: 	: 	: 	: 	: 	: 	43450 	47312 	62031 	51621 	47973 	46348 	54843 	47525 	42228 	39995 	39731 	44442 	44338 	44930 	41888 	41974 	45123 b	52663 b	55731 	69953 	84915 	90401 	95399 	97828 	40653 	53485 	110723 	: 	: 	: 
A,FOR,NR,I553,PT19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	108881 	109076 	: 
A,FOR,NR,I553,PT1A	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	72266 	81591 	: 
A,FOR,NR,I553,PT1B	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	32734 	34982 	: 
A,FOR,NR,I553,PT1C	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	125003 	133626 	: 
A,FOR,NR,I553,PT1D	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	72077 	76213 	: 
A,FOR,NR,I553,PT2	: 	: 	: 	: 	: 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: 	: 	: @C	: @C	: @C	: @C	: @C	: @C	2409 	2785 	4112 	5274 	5253 	269 	2467 	4239 	4133 	4925 	: 
A,FOR,NR,I553,PT20	: 	: 	: 	: 	: 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: 	: 	: @C	: @C	: @C	: @C	: @C	: @C	2409 	2785 	4112 	5274 	5253 	269 	2467 	4239 	4133 	4925 	: 
A,FOR,NR,I553,PT3	: 	: 	: 	: 	: 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: 	: 	: @C	: @C	: @C	: @C	: @C	: @C	394 	499 	547 	783 	924 	172 	173 	: @C	3146 	4955 	: 
A,FOR,NR,I553,PT30	: 	: 	: 	: 	: 	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: @C	: 	: 	: @C	: @C	: @C	: @C	: @C	: @C	394 	499 	547 	783 	924 	172 	173 	: @C	3146 	4955 	: 
A,FOR,NR,I553,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8635 	11904 	13362 	8382 	6976 	7672 	15376 	10170 	10018 	11540 	18441 b	14415 	4741 	8374 	8593 	12210 	10861 	11126 	: 	4507 	6011 	7573 	7962 	11306 
A,FOR,NR,I553,RO1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5393 	7431 	7377 	3882 	2347 	1817 	9752 	5827 	5952 	7765 	7924 b	4464 	2704 	4885 	5549 	7315 	6647 	7239 	: 	3359 	3571 	4897 	4576 	5726 
A,FOR,NR,I553,RO11	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2785 	1189 	1168 	435 	523 	404 	448 	226 	103 	140 	98 b	246 	229 	478 	440 	712 	737 	1239 	: 	414 	239 	499 	465 	664 
A,FOR,NR,I553,RO12	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2608 	6242 	6209 	3447 	1824 	1413 	9304 	5601 	5849 	7625 	7826 b	4218 	2475 	4407 	5109 	6603 	5910 	6000 	: 	2945 	3332 	4398 	4111 	5062 
A,FOR,NR,I553,RO2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1263 	2337 	3174 	1646 	2458 	3050 	3064 	2496 	2381 	1828 	1696 b	1939 	1756 	3115 	2555 	3783 	3596 	3356 	: 	687 	1908 	2033 	1905 	2699 
A,FOR,NR,I553,RO21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	126 	134 	279 	115 	83 	314 	103 	263 	115 	183 	327 b	453 	372 	659 	537 	599 	522 	707 	: 	292 	865 	393 	603 	714 
A,FOR,NR,I553,RO22	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1137 	2203 	2895 	1531 	2375 	2736 	2961 	2233 	2266 	1645 	1369 b	1486 	1384 	2456 	2018 	3184 	3074 	2649 	: 	395 	1043 	1640 	1302 	1985 
A,FOR,NR,I553,RO3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	113 	187 	26 	: 	: 	: 	: 	: 	: 	: 	6580 b	5635 	52 	0 	12 	43 	134 	44 	: 	0 	63 	251 	1087 	2132 
A,FOR,NR,I553,RO31	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	113 	187 	26 	: 	: 	: 	: 	: 	: 	: 	6580 b	5635 	37 	0 	12 	43 	134 	44 	: 	0 	63 	251 	1087 	2132 
A,FOR,NR,I553,RO32	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	15 	0 	0 	0 	0 	0 	: 	0 	0 	0 	0 	0 
A,FOR,NR,I553,RO4	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1866 	1949 	2785 	2854 	2171 	2805 	2560 	1847 	1685 	1947 	2241 b	2377 	229 	374 	477 	1069 	484 	487 	: 	461 	469 	392 	394 	749 
A,FOR,NR,I553,RO41	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	2 	2 	12 	: 	0 	49 	2 	5 	94 	10 	36 	35 	: 	0 	2 	12 	4 	0 
A,FOR,NR,I553,RO42	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1866 	1949 	2785 	2854 	2167 	2805 	2558 	1845 	1673 	1947 	2241 b	2328 	227 	369 	383 	1059 	448 	452 	: 	461 	467 	380 	390 	749 
A,FOR,NR,I553,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11297 b	11683 	12693 	13285 	10862 	: 	: 	: 	232 	3298 	11045 	12006 	12781 	: 
A,FOR,NR,I553,RS1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	167 	2617 	6106 	6203 	6537 	: 
A,FOR,NR,I553,RS11	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	167 	1299 	4440 	4727 	5494 	: 
A,FOR,NR,I553,RS12	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	1318 	1666 	1476 	1043 	: 
A,FOR,NR,I553,RS2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	65 	681 	4939 	5803 	6244 	: 
A,FOR,NR,I553,RS21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	65 	448 	3730 	3896 	3583 	: 
A,FOR,NR,I553,RS22	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	233 	1209 	1907 	2661 	: 
A,FOR,NR,I553,SE	: 	: 	: 	: 	: 	: 	1192851 	1080280 	: 	: 	1082444 	1213399 	1286305 	1316276 	1673111 	1750039 	1425241 	1693736 	1322401 	1346948 	1208949 	1215214 	1140232 b	1137062 	1225210 	1547317 	1532865 	1554617 	1630956 	1760032 	219407 	750530 	1697549 	1771031 	1901490 	: 
A,FOR,NR,I553,SE1	: 	: 	: 	: 	: 	: 	: 	156270 	: 	: 	159807 	159728 	166135 	175865 	206916 	256412 	188531 	241400 	149287 	150474 	130918 	133878 	108574 b	110822 	116499 	173348 	178087 	173035 	172432 	186020 	20744 	88712 	167926 	172995 	187089 	: 
A,FOR,NR,I553,SE11	: 	: 	: 	: 	: 	: 	: 	59928 	: 	: 	74511 	64649 	72063 	65860 	83721 	103024 	80764 	93626 	58956 	63016 	39563 	46437 	35485 b	30177 	36461 	66437 	66237 	65669 	70809 	83628 	8026 	38716 	69758 	71104 	80176 	: 
A,FOR,NR,I553,SE12	: 	: 	: 	: 	: 	: 	: 	96342 	: 	: 	85296 	95079 	94072 	110005 	123195 	153388 	107767 	147774 	90331 	87458 	91355 	87441 	73089 b	80645 	80038 	106911 	111850 	107366 	101623 	102392 	12718 	49996 	98168 	101891 	106913 	: 
A,FOR,NR,I553,SE2	: 	: 	: 	: 	: 	: 	: 	94835 	: 	: 	572318 	608883 	641286 	715524 	753407 	805314 	648559 	830888 	662079 	644216 	614196 	616226 	572899 b	584458 	652173 	806799 	813734 	826014 	857336 	940663 	122144 	396637 	912244 	1003362 	1043434 	: 
A,FOR,NR,I553,SE21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	175173 	188631 	198522 	233965 	238303 	257190 	213925 	264475 	156428 	156508 	145570 	135696 	123243 b	129902 	142404 	191033 	200552 	195601 	196074 	229175 	35685 	130906 	243137 	277263 	302020 	: 
A,FOR,NR,I553,SE22	: 	: 	: 	: 	: 	: 	: 	94835 	: 	: 	105744 	118453 	112644 	133681 	123296 	138886 	125054 	152077 	115802 	114908 	117088 	104908 	94067 b	88012 	100234 	135492 	140947 	145035 	160882 	186302 	33136 	99852 	191562 	225094 	251696 	: 
A,FOR,NR,I553,SE23	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	291401 	301799 	330120 	347878 	391808 	409238 	309580 	414336 	389849 	372800 	351538 	375622 	355589 b	366544 	409535 	480274 	472235 	485378 	500380 	525186 	53323 	165879 	477545 	501005 	489718 	: 
A,FOR,NR,I553,SE3	: 	: 	: 	: 	: 	: 	: 	400406 	: 	: 	350319 	444788 	478945 	424887 	712787 	688313 	588151 	621446 	511035 	552258 	463835 	465110 	458759 b	441782 	456538 	567170 	541044 	555568 	601188 	633349 	76519 	265181 	617379 	594674 	670967 	: 
A,FOR,NR,I553,SE31	: 	: 	: 	: 	: 	: 	: 	155656 	: 	: 	156981 	201426 	213268 	203216 	356537 	331343 	265183 	259788 	192975 	217329 	235795 	221893 	210944 b	201531 	217273 	265216 	251154 	251530 	268467 	279749 	34385 	124988 	294780 	273289 	301813 	: 
A,FOR,NR,I553,SE32	: 	: 	: 	: 	: 	: 	: 	88069 	: 	: 	65447 	79823 	89019 	70144 	110736 	119105 	94239 	132059 	119835 	125618 	72216 	82177 	93782 b	89301 	82009 	113139 	124993 	121806 	121587 	130789 	14381 	56790 	114859 	109106 	119292 	: 
A,FOR,NR,I553,SE33	: 	: 	: 	: 	: 	: 	: 	156681 	: 	: 	127891 	163539 	176658 	151527 	245514 	237865 	228729 	229599 	198225 	209311 	155824 	161040 	154033 b	150950 	157256 	188815 	164897 	182232 	211134 	222811 	27753 	83403 	207740 	212279 	249862 	: 
A,FOR,NR,I553,SI	: 	: 	28698 	38240 	62062 	51943 	73553 	104263 	105867 	78835 	123355 	123807 	126265 	152577 	182689 	175635 	176436 	194420 	223135 	213462 	202261 	233117 	241120 b	246346 	239030 	268250 	292000 	388139 	: 	527934 	190732 	348596 	598739 	608068 	640104 	677809 
A,FOR,NR,I553,SI0	: 	: 	: 	: 	: 	51943 	73553 	104263 	105867 	78835 	123355 	123807 	126265 	152577 	182689 	175635 	176436 	194420 	223135 	213462 	202261 	233117 	241120 b	246346 	239030 	268250 	292000 	388139 	: 	527934 	190732 	348596 	598739 	608068 	640104 	677809 
A,FOR,NR,I553,SI03	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	34041 	38812 	42737 	51318 	52012 	51164 	56194 	65942 	66403 	56407 	64764 	61094 b	61569 	61640 	63854 	65054 	81390 	: 	117243 	30229 	53418 	120047 	129533 	147759 	164759 
A,FOR,NR,I553,SI04	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	89766 	87453 	109840 	131371 	123623 	125272 	138226 	157193 	147059 	145854 	168353 	180026 b	184777 	177390 	204396 	226946 	306749 	: 	410691 	160503 	295178 	478692 	478535 	492345 	513050 
A,FOR,NR,I553,SK	82960 	56630 	66651 	55717 	119632 	58516 	63258 	42806 	59080 	64656 	72614 	92800 	144361 	137572 	107351 	93742 	92578 	87755 	84833 	51032 	49028 	47597 	54490 b	55090 	45762 	52315 	68881 	70524 	80065 	76901 	49989 	26595 	63941 	74929 	75383 	: 
A,FOR,NR,I553,SK0	: 	: 	: 	: 	: 	58516 	63258 	42806 	59080 	64656 	72614 	92800 	144361 	137572 	107351 	93742 	92578 	87755 	84833 	51032 	49028 	47597 	54490 b	55090 	45762 	52315 	68881 	70524 	80065 	76901 	49989 	26595 	63941 	74929 	75383 	: 
A,FOR,NR,I553,SK01	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	22796 	: u	14176 	13661 	11337 	14197 	14340 	6499 	8339 	10495 b	11410 	8362 	12511 	21520 	14542 	15304 	12860 	9174 	: @C	10397 	7470 	6916 	: 
A,FOR,NR,I553,SK02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	17547 	16850 	18038 	16871 	17756 	11819 	15042 	12340 	11670 b	12135 	14059 	15458 	17837 	21323 	19181 	22425 	14950 	: @C	21587 	29651 	30555 	: 
A,FOR,NR,I553,SK03	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	49384 	38859 	38187 	39133 	40137 	34788 	7695 	15609 	12950 	18559 b	20421 	15848 	18016 	16745 	23387 	22456 	19357 	13556 	6475 	16662 	17674 	19743 	: 
A,FOR,NR,I553,SK04	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	38669 	34563 	24529 	21746 	19410 	18092 	17178 	11878 	13968 	13766 b	11124 	7493 	6330 	12779 	11272 	23124 	22259 	12309 	7473 	15295 	20134 	18169 	: 
A,FOR,NR,I553,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	26220 	71973 	18433 	54839 	: 	8006 	12036 	4246 	11955 	18991 	14041 	16767 	: 
A,FOR,NR,I553,TR1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18428 	14221 	17675 	6605 	: 	268 	769 	571 	1789 	4337 	216 	999 	: 
A,FOR,NR,I553,TR10	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	18428 	14221 	17675 	6605 	: 	268 	769 	571 	1789 	4337 	216 	999 	: 
A,FOR,NR,I553,TR2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	38 	63 	100 	81 	290 	2415 	2871 	: 
A,FOR,NR,I553,TR21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	0 	0 	0 	0 	12 	2349 	2801 	: 
A,FOR,NR,I553,TR22	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	38 	63 	100 	81 	278 	66 	70 	: 
A,FOR,NR,I553,TR3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6625 	1255 	384 	1209 	: 	2632 	3503 	230 	3552 	7692 	3269 	4183 	: 
A,FOR,NR,I553,TR31	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6625 	1255 	384 	1147 	: 	1891 	2779 	136 	1421 	2441 	1567 	3631 	: 
A,FOR,NR,I553,TR32	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	62 	: 	741 	724 	84 	2131 	5251 	1702 	552 	: 
A,FOR,NR,I553,TR33	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	0 	0 	10 	0 	: 	: 	0 	: 
A,FOR,NR,I553,TR4	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29 	20 	27 	0 	: 	2567 	1298 	1629 	1941 	1489 	1083 	718 	: 
A,FOR,NR,I553,TR41	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	0 	0 	0 	0 	901 	18 	27 	: 
A,FOR,NR,I553,TR42	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	29 	20 	27 	0 	: 	2567 	1298 	1629 	1941 	588 	1065 	691 	: 
A,FOR,NR,I553,TR5	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	0 	0 	0 	0 	: 	: 	: 	: 
A,FOR,NR,I553,TR51	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	0 	0 	0 	0 	: 	: 	: 	: 
A,FOR,NR,I553,TR52	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	0 	0 	0 	0 	: 	: 	: 	: 
A,FOR,NR,I553,TR6	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1138 	56477 	347 	47025 	: 	2412 	6262 	1671 	4557 	4994 	6995 	7920 	: 
A,FOR,NR,I553,TR61	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1138 	56477 	347 	47025 	: 	2156 	5646 	1008 	2775 	3410 	6660 	7433 	: 
A,FOR,NR,I553,TR62	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	227 	569 	566 	1744 	1567 	325 	487 	: 
A,FOR,NR,I553,TR63	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	29 	47 	97 	38 	17 	10 	: 	: 
A,FOR,NR,I553,TR7	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	0 	0 	0 	0 	: 	61 	72 	: 
A,FOR,NR,I553,TR71	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	0 	0 	0 	0 	1 	61 	72 	: 
A,FOR,NR,I553,TR72	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	0 	0 	0 	0 	1 	: 	: 	: 
A,FOR,NR,I553,TR8	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	89 	141 	24 	29 	123 	: 	0 	: 
A,FOR,NR,I553,TR81	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	89 	101 	16 	29 	103 	: 	: 	: 
A,FOR,NR,I553,TR82	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	0 	0 	0 	0 	: 	: 	: 	: 
A,FOR,NR,I553,TR83	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	0 	40 	8 	0 	20 	: 	0 	: 
A,FOR,NR,I553,TR9	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	0 	0 	21 	6 	51 	: 	: 	: 
A,FOR,NR,I553,TR90	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	0 	0 	21 	6 	51 	: 	: 	: 
A,FOR,NR,I553,TRA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	0 	0 	0 	0 	: 	: 	: 	: 
