freq,c_resid,unit,nace_r2,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 	2025 
A,FOR,NR,I553,TRA1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	0 	0 	0 	0 	: 	: 	: 	: 
A,FOR,NR,I553,TRA2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	0 	0 	0 	0 	: 	: 	: 	: 
A,FOR,NR,I553,TRB	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	0 	0 	0 	0 	14 	2 	4 	: 
A,FOR,NR,I553,TRB1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	0 	0 	0 	0 	14 	2 	4 	: 
A,FOR,NR,I553,TRB2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	0 	0 	0 	0 	: 	: 	: 	: 
A,FOR,NR,I553,TRC	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	0 	0 	0 	0 	: 	: 	: 	: 
A,FOR,NR,I553,TRC1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	0 	0 	0 	0 	: 	: 	: 	: 
A,FOR,NR,I553,TRC2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	0 	0 	0 	0 	: 	: 	: 	: 
A,FOR,NR,I553,TRC3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 	0 	0 	0 	0 	: 	: 	: 	: 
A,FOR,NR,I553,UK	1471349 e	1452304 	1571881 	1684503 	1763457 	753400 	839181 	876964 	791000 	792000 	792000 	792000 	418000 	401000 	575023 	678422 	775781 	902968 	637048 	591844 	665658 	715633 	589013 b	857628 	713230 	663247 	561790 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKC	14955 e	14218 e	15389 e	16491 e	17265 	26502 	13773 	29049 	17000 	18000 	17000 	18000 	3000 	3000 	12171 	11376 	26682 	4834 	6323 	4591 	11468 	6821 	4748 b	8092 	: 	10208 	7535 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKC1	4985 e	4739 e	5130 e	5497 e	5755 	3566 	3394 	3306 	3000 	3000 	3000 	3000 	0 	: 	1999 	1562 	1994 	981 	2285 	1857 	2362 	: 	0 	2076 	: 	2968 	4215 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKC2	9970 e	9479 e	10259 e	10994 e	11510 	22936 	10379 	25743 	14000 	15000 	13000 	15000 	3000 	3000 	10172 	9814 	24687 	3853 	4038 	2734 	9107 	6821 	4748 b	6016 	: 	7240 	3320 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKD	60534 e	57550 e	62289 e	66750 e	69880 	245356 	24153 	287197 	24000 	24000 	24000 	24000 	20000 	20000 	16979 	22620 	34885 	51457 	25988 	25690 	26478 	29160 	28294 b	35646 	: 	39385 	20514 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKD1	34896 e	33176 e	35908 e	38480 e	40284 	5349 	17691 	11149 	20000 	19000 	16000 	19000 	11000 	11000 	12885 	13672 	16619 	39218 	9547 	7161 	15412 	14625 	12302 b	17389 	: 	12161 	10914 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKD3	4985 e	4739 e	5130 e	5497 e	5755 	28594 	1397 	29065 	1000 	1000 	1000 	1000 	2000 	2000 	: 	1065 	: 	476 	2757 	4541 	1981 	4582 	2625 b	4659 	: 	6052 	1294 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKD4	7834 e	7448 e	8061 e	8638 e	9043 	43041 	2438 	47719 	3000 	3000 	3000 	3000 	4000 	4000 	3114 	342 	3200 	4671 	5191 	9872 	1707 	1259 	3019 b	6226 	: 	1869 	4889 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKD6	: 	: 	: 	: 	11510 	38878 	1558 	31340 	: 	0 	0 	0 	2000 	2000 	: 	3824 	11807 	5984 	5574 	2896 	3276 	3888 	4356 b	1839 	: 	5040 	2123 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKD7	: 	: 	: 	: 	3288 	129494 	1069 	167924 	1000 	1000 	1000 	1000 	1000 	1000 	980 	3716 	3260 	1109 	2919 	1220 	4102 	4807 	5992 b	5533 	: 	14263 	1294 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKE	65520 e	62290 e	67419 e	72249 e	75635 	12528 	34901 	18954 	32000 	29000 	29000 	29000 	19000 	20000 	21405 	19546 	20526 	14394 	14501 	18471 	22768 	30573 	22499 b	15954 	: 	26038 	12047 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKE1	: 	: 	: 	: 	: 	4629 	8152 	1528 	5000 	4000 	5000 	4000 	6000 	6000 	772 	266 	706 	303 	1083 	1368 	2063 	1524 	4196 b	754 	: 	1237 	2070 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKE2	65520 e	62290 e	67419 e	72249 e	75635 	1850 	25252 	1375 	24000 	23000 	23000 	23000 	10000 	10000 	15367 	14704 	14746 	14091 	9864 	16888 	17301 	24751 	14608 b	13230 	: 	18913 	8041 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKE3	: 	: 	: 	: 	: 	2808 	182 	3011 	0 	0 	0 	0 	0 	: 	474 	: 	312 	: 	: 	: 	561 	947 	0 	570 	: 	3995 	1332 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKE4	: 	: 	: 	: 	: 	: 	1315 	875 	2000 	2000 	2000 	2000 	4000 	4000 	4792 	4577 	4762 	: 	3555 	215 	2842 	3351 	3696 b	1400 	: 	1893 	604 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKF	42730 e	90727 e	98197 e	105232 e	110165 	27947 	22111 	30896 	24000 	27000 	27000 	27000 	13000 	12000 	9997 	7062 	7495 	19356 	15040 	24245 	15320 	20897 	23620 b	21795 	: 	23983 	15541 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKF1	17804 e	16927 e	18320 e	19633 e	20553 	7451 	11235 	4192 	13000 	13000 	14000 	13000 	6000 	6000 	5077 	906 	2515 	10766 	7228 	9645 	3663 	7626 	19418 b	11739 	: 	9246 	6085 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKF2	14956 e	14218 e	15389 e	16492 e	17265 	26742 	5220 	25357 	5000 	6000 	6000 	6000 	4000 	4000 	3306 	2792 	4473 	5005 	1530 	8193 	10471 	5580 	1716 b	8076 	: 	6806 	7049 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKF3	9970 e	9479 e	10259 e	10994 e	11510 	4008 	5656 	225 	6000 	8000 	6000 	8000 	2000 	2000 	1613 	3364 	507 	3585 	6283 	6408 	1186 	7690 	2486 b	1980 	: 	7932 	2407 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKG	24925 e	23697 e	25648 e	27486 e	28774 	65449 	17463 	49341 	23000 	23000 	23000 	23000 	4000 	6000 	10120 	15099 	26186 	20256 	13308 	21533 	13218 	17769 	14551 b	20034 	: 	10554 	10456 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKG1	9970 e	9479 e	10259 e	10994 e	11510 	4531 	7344 	7413 	9000 	9000 	10000 	9000 	2000 	2000 	4457 	7426 	6503 	8093 	3547 	7776 	5036 	10680 	3782 b	5207 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKG2	4985 e	4739 e	5130 e	5497 e	5755 	2496 	3460 	3460 	5000 	4000 	4000 	4000 	2000 	2000 	3614 	2616 	13370 	5836 	4557 	4288 	3372 	5378 	6151 b	8469 	: 	7364 	7432 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKG3	9970 e	9479 e	10259 e	10994 e	11510 	134355 	6659 	131668 	9000 	10000 	11000 	10000 	2000 	2000 	2049 	5056 	6313 	6328 	5203 	9469 	4810 	1711 	4618 b	6358 	: 	3190 	3024 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKH	: 	: 	: 	: 	: 	43594 	40937 	29023 	48000 	47000 	47000 	47000 	8000 	7000 	35823 	51565 	29115 	83976 	27999 	38219 	41610 	45129 	36212 b	43235 	: 	26043 	26125 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKH1	52701 e	50103 e	54228 e	58113 e	60837 	25908 	27544 	1122 	31000 	30000 	30000 	30000 	2000 	2000 	21214 	23755 	21897 	31095 	22099 	21761 	17761 	21556 	23183 b	28065 	: 	15548 	20051 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKH2	: 	: 	: 	: 	: 	7451 	1268 	10128 	2000 	2000 	3000 	2000 	1000 	1000 	4143 	2174 	2619 	6162 	: 	2425 	5980 	4520 	2223 b	7327 	: 	4361 	3614 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKH3	20653 e	19635 e	21252 e	22774 e	23842 	10235 	12125 	17773 	14000 	15000 	18000 	15000 	4000 	4000 	10466 	25635 	4600 	46720 	5900 	14034 	17869 	19053 	10807 b	7843 	: 	6134 	2460 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKI	: 	: 	: 	: 	: 	: 	: 	: 	41000 	44000 	44000 	44000 	17000 	17000 	39183 	23250 	31444 	51469 	29275 	39912 	18241 	40122 	20988 b	121134 	: 	36761 	32643 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKI1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	40122 	15322 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKI2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5667 b	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKI3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5515 	6531 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKI4	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	12871 	9796 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKI5	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9188 	8153 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKI6	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3673 	4898 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKI7	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5515 	3265 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKJ	309083 e	293846 e	318039 e	340828 e	356803 	15571 	139777 	22656 	127000 	131000 	131000 	131000 	61000 	62000 	109014 	124503 	147809 	113355 	124234 	101356 	101742 	133237 	126309 b	184995 	: 	121169 	107738 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKJ1	55550 e	52811 e	57159 e	61255 e	64126 	5859 	24653 	5995 	25000 	26000 	27000 	26000 	4000 	4000 	15810 	27755 	19657 	15236 	12559 	16104 	23220 	22595 	21973 b	24128 	: 	8980 	12229 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKJ2	85461 e	81248 e	87937 e	94238 e	98655 	4008 	32017 	6301 	29000 	27000 	26000 	27000 	14000 	14000 	19134 	25526 	51700 	28925 	27133 	27493 	19315 	36475 	38693 b	60014 	: 	41142 	50076 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKJ3	67656 e	64321 e	69617 e	74605 e	78102 	2496 	30926 	3460 	29000 	32000 	29000 	32000 	12000 	12000 	19443 	26141 	29625 	21200 	25316 	25277 	25146 	22626 	13979 b	35027 	: 	26281 	13515 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKJ4	100416 e	95466 e	103326 e	110730 e	115920 	3208 	52181 	6900 	44000 	46000 	42000 	46000 	31000 	32000 	54627 	45081 	46826 	47993 	59226 	32483 	34061 	51541 	51664 b	65825 	: 	44766 	31918 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKK	271339 e	257962 e	279201 e	299205 e	313230 	35030 	138779 	39845 	154000 	141000 	141000 	141000 	79000 	80000 	126738 	112596 	149263 	153832 	129097 	127320 	127206 	169271 	116591 b	155596 	: 	117736 	132912 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKK1	65520 e	62290 e	67419 e	72249 e	75635 	25908 	50974 	26022 	43000 	47000 	52000 	47000 	18000 	18000 	25777 	18769 	16181 	30574 	28308 	25476 	9434 	24306 	25686 b	36221 	: 	25873 	25492 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKK2	80476 e	76508 e	82808 e	88741 e	92900 	9122 	11000 	12620 	40000 	37000 	38000 	37000 	20000 	20000 	39276 	41706 	61706 	41866 	31283 	33785 	53237 	68411 	24156 b	51956 	: 	32557 	35354 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKK3	: 	: 	: 	: 	: 	: 	: 	: 	40000 	30000 	31000 	30000 	29000 	30000 	43233 	31331 	38661 	44997 	39204 	37775 	41383 	46156 	47719 b	46559 	: 	38343 	45708 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKK4	: 	: 	: 	: 	: 	: 	: 	: 	30000 	27000 	29000 	27000 	12000 	12000 	18452 	20790 	32715 	36395 	30301 	30283 	23151 	30398 	19030 b	20859 	: 	20963 	26358 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKL	14956 e	14218 e	15389 e	16492 e	17265 	28687 	112168 	48137 	44000 	55000 	55000 	55000 	52000 	50000 	50092 	67246 	88269 	82000 	74317 	64031 	56206 	69960 	57494 b	68671 	: 	85635 	65189 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKL1	: 	: 	: 	: 	: 	: 	: 	: 	29000 	43000 	48000 	43000 	43000 	44000 	33842 	45261 	70603 	46455 	63589 	46133 	40207 	51675 	47486 b	57716 	: 	56366 	55407 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKL2	: 	: 	: 	: 	: 	: 	: 	: 	9000 	12000 	12000 	12000 	6000 	6000 	13256 	17372 	9886 	35545 	10729 	15080 	15760 	18286 	10009 b	10954 	: 	29269 	9782 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKM	420895 e	400145 e	433092 e	464122 e	485876 	30151 	243136 	29354 	271000 	249000 	249000 	249000 	133000 	123000 	138813 	219723 	192359 	287198 	167745 	118448 	222896 	152293 	137606 b	182343 	: 	162885 	128460 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKM2	: 	: 	: 	: 	: 	: 	: 	: 	80000 	73000 	67000 	73000 	34000 	35000 	49910 	68744 	62807 	94672 	43079 	32178 	71662 	49461 	46440 b	73048 	: 	: 	38113 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKM3	: 	: 	: 	: 	: 	: 	: 	: 	36000 	38000 	34000 	38000 	11000 	11000 	14157 	28134 	27867 	36673 	20463 	7864 	25253 	17956 	18412 b	29283 	: 	: 	18329 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKM5	: 	: 	: 	: 	: 	: 	: 	: 	19000 	18000 	17000 	18000 	3000 	3000 	: 	12859 	16300 	21709 	6697 	5646 	8863 	7181 	3009 b	7022 	: 	4254 	5002 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKM6	: 	: 	: 	: 	: 	: 	: 	: 	125000 	120000 	98000 	120000 	72000 	74000 	70123 	99889 	74736 	130713 	95991 	72540 	116600 	77694 	69745 b	72989 	: 	101105 	67016 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKN	14956 e	14218 e	15389 e	16492 e	17265 	13830 	2407 	19651 	5000 	4000 	4000 	4000 	: 	1000 	: 	1238 	6634 	208 	3984 	1324 	2163 	401 	98 b	134 	: 	2850 	2630 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,NR,I553,UKN0	: 	: 	: 	: 	: 	: 	: 	: 	5000 	4000 	4000 	4000 	: 	1000 	: 	1238 	6634 	208 	3984 	1324 	: 	401 	98 b	134 	: 	2850 	2630 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,FOR,PCH_PRE,I551,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.56 e	-61.89 e	134.03 e	28.92 e	54.21 e	56.57 	: 
A,FOR,PCH_PRE,I551,AL0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.56 e	-61.89 e	134.03 e	28.92 e	54.21 e	56.57 	: 
A,FOR,PCH_PRE,I551,AL01	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	27.56 e	-71.78 e	229.38 e	17.64 e	36.38 e	25.73 	: 
A,FOR,PCH_PRE,I551,AL02	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	-0.51 e	-51.98 e	109.61 e	32.17 e	53.36 e	74.1 	: 
A,FOR,PCH_PRE,I551,AL03	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.07 e	-66.4 e	108.08 e	36.36 e	74.77 e	52.51 	: 
A,FOR,PCH_PRE,I551,AT	: 	-1.5 	0.4 	-4.6 	-1.2 	-3.2 	0.6 	-1.6 	3.8 	-0.4 	3.8 	0 	1.6 	1.9 	2.4 	3.31 	2.78 	2.68 	4.83 	-3.54 	4.19 	4.96 	4.45 	2.46 	2.34 	5.59 	4.11 	4.42 	3.23 	2.89 	-57.77 	-12.31 	109.63 	18.63 	4.03 	3.8 
A,FOR,PCH_PRE,I551,AT1	: 	-10.3 	3.4 	-6.3 	4.3 	-1.7 	3.8 	0.1 	6.7 	-1.7 	2.7 	-2 	-1.1 	5.5 	6.4 	4.21 	4.03 	4.48 	7.85 	-6.17 	7.81 	8.9 	5.17 	3.03 	5.3 	7.14 	3.08 	4.42 	3.99 	5.64 	-76.4 	6.06 	162.38 	34.18 	9.45 	6.03 
A,FOR,PCH_PRE,I551,AT11	: 	-1.9 	-9.8 	-13.3 	-1.9 	-8.3 	-0.9 	-4.6 	8 	1.8 	-9.8 	7 	3.1 	7.4 	-1.5 	4.13 	3.86 	12.35 	4.68 	-2.58 	5.27 	-0.32 	0.25 	-1.24 	4.48 	-0.01 	4.05 	2.69 	2.78 	12.22 	-61.82 	34.35 	75.28 	22.57 	7 	-1.29 
A,FOR,PCH_PRE,I551,AT12	: 	-0.5 	-4.1 	0.4 	-5.6 	-6.2 	3.5 	-0.4 	4.4 	0.7 	-1 	1 	1.7 	8.4 	7.2 	4.19 	1.21 	4.38 	-0.67 	-10.94 	-1.97 	3.99 	2.33 	-2.02 	3.57 	7.75 	3.72 	13.29 	4.31 	9.1 	-68.11 	12.96 	81.33 	30.17 	-0.12 	2.3 
A,FOR,PCH_PRE,I551,AT13	: 	-13.6 	6.7 	-8 	7.9 	-0.1 	4.1 	0.4 	7.3 	-2.5 	4.1 	-3 	-1.9 	4.6 	6.5 	4.22 	4.87 	4.22 	10.41 	-5.08 	10.26 	10.28 	5.9 	4.15 	5.64 	7.23 	2.94 	2.85 	3.96 	4.77 	-78.56 	2.46 	196.06 	35.49 	11.47 	6.96 
A,FOR,PCH_PRE,I551,AT2	: 	-0.9 	-4.7 	-5.9 	-4.3 	-4.3 	-0.6 	0.2 	1.9 	-3.3 	2.1 	4 	6.2 	3.9 	-4.1 	3.74 	1.31 	5.06 	5.19 	-2.53 	1.06 	4.01 	1.54 	0.84 	2.25 	1.86 	4.77 	4.65 	0.49 	2.84 	-49.45 	-3.45 	73.72 	13.12 	1.21 	0.13 
A,FOR,PCH_PRE,I551,AT21	: 	1.4 	-3.4 	-6 	-5.3 	-4.5 	-2.4 	-3 	0.6 	-6 	2.7 	4 	6.5 	1.6 	-3.4 	3.5 	0.22 	6.52 	4.07 	-3.33 	-1.59 	3.06 	1.32 	-1.93 	0.3 	0.78 	3.16 	4.24 	0.63 	1.71 	-48.17 	-3.1 	69.28 	8.08 	-2.15 	-1.31 
A,FOR,PCH_PRE,I551,AT22	: 	-4.7 	-7.1 	-5.8 	-2.4 	-3.9 	2.6 	5.7 	4 	0.9 	1.2 	4 	5.8 	7.3 	-5.1 	4.08 	2.84 	3.09 	6.76 	-1.44 	4.58 	5.19 	1.81 	4.24 	4.5 	3.06 	6.51 	5.08 	0.35 	4.01 	-50.76 	-3.83 	78.52 	18.29 	4.36 	1.4 
A,FOR,PCH_PRE,I551,AT3	: 	1.5 	0.3 	-3.9 	-2.4 	-3.5 	-0.4 	-2.5 	3.1 	0.6 	4.5 	0 	1.8 	0.4 	2 	2.9 	2.54 	1.61 	3.56 	-2.6 	3.24 	3.46 	4.61 	2.46 	1.03 	5.46 	4.5 	4.4 	3.29 	1.59 	-49.89 	-17.91 	100.34 	13.41 	1.96 	3.25 
A,FOR,PCH_PRE,I551,AT31	: 	4.7 	-2.3 	-0.5 	-2.5 	-3.2 	-1.5 	-2.8 	4.4 	-1.4 	1.3 	2 	-2.7 	1.9 	5 	0.79 	1.94 	1.66 	1.31 	-4.32 	1.27 	5.35 	6.02 	-2.57 	1.78 	7.76 	4.77 	9.54 	5.97 	5.44 	-63.03 	8.28 	82.85 	24.28 	2.71 	4.61 
A,FOR,PCH_PRE,I551,AT32	: 	-1.9 	-0.3 	-4.1 	-1.5 	-6 	0.2 	-2.9 	2.7 	2.2 	2 	2 	1.9 	1.7 	5.5 	4.15 	6.14 	0.35 	2.3 	-4.09 	4.01 	3.47 	6.44 	3.21 	1.34 	4.87 	5.93 	6.34 	4.09 	2.21 	-52.52 	-19.26 	109.53 	17.32 	1.28 	3.48 
A,FOR,PCH_PRE,I551,AT33	: 	1.9 	0.9 	-4 	-2.6 	-3.2 	-0.5 	-2.3 	2.7 	0.2 	6.3 	0 	2.1 	-0.9 	0.1 	2.83 	0.94 	1.96 	3.86 	-1.99 	3.16 	3.29 	2.93 	2.83 	1.22 	5.91 	4.01 	3.1 	3.11 	0.87 	-47.7 	-19.48 	98.81 	9.86 	2.11 	2.8 
A,FOR,PCH_PRE,I551,AT34	: 	6 	0.8 	-5.3 	-3.8 	0.7 	-0.2 	-2.7 	4.9 	0.8 	3.8 	-1 	3.1 	3.1 	1.4 	1.64 	1.87 	3.21 	7.16 	-0.6 	3.1 	2.92 	7.49 	2.25 	-1.26 	3.13 	2.98 	1.99 	-0.2 	0.48 	-42.24 	-21.5 	97.97 	13.02 	2.59 	3.77 
A,FOR,PCH_PRE,I551,BE	: 	: 	: 	-3.7 	6.1 	4.8 	8 	5.4 	3.2 	2.6 	3.6 	-1 	4 	-1.2 	2.4 	0.44 	4.72 	0.86 	1.87 	-6.36 	5.9 	5.29 	1.13 	1.33 	2.59 	0.8 	-13.72 	13.61 	6.14 	1.5 	-73.47 	28.19 	147.67 	12.52 	2.82 	: 
A,FOR,PCH_PRE,I551,BE1	: 	: 	: 	: 	: 	: 	10.6 	5.6 	-3.7 	1.6 	4.7 	-4 	6 	3.1 	-1.5 	-2.71 	2.06 	4.1 	4.1 	-5.35 	4.24 	4.33 	2.01 	2.86 	: @C	-0.5 	-17.07 	19.44 	8.5 	3.87 	-77.16 	23.84 	177.6 	14.4 	4.04 	: 
A,FOR,PCH_PRE,I551,BE10	: 	: 	: 	: 	: 	: 	10.6 	5.6 	-3.7 	1.6 	4.7 	-4 	6 	3.1 	-1.5 	-2.71 	2.06 	4.1 	4.1 	-5.35 	4.24 	4.33 	2.01 	2.86 	: @C	-0.5 	-17.07 	19.44 	8.5 	3.87 	-77.16 	23.84 	177.6 	14.4 	4.04 	: 
A,FOR,PCH_PRE,I551,BE2	: 	: 	: 	: 	: 	: 	6.5 	6 	9.2 	2.5 	2.1 	1 	2.3 	-3.4 	4.2 	2.17 	6.14 	-2.33 	0.71 	-7.04 	7.13 	5.98 	0.82 	0.48 	: @C	1.82 	-11.94 	9.98 	5.1 	0.35 	-71.98 	30.17 	140.22 	10.22 	3.3 	: 
A,FOR,PCH_PRE,I551,BE21	: 	: 	: 	: 	: 	9.4 	9.6 	3.8 	14.8 	2.1 	-1 	2 	-1.2 	-2.2 	3.8 	-2.56 	7.69 	2.04 	3.16 	-8.13 	5.49 	6.19 	2.24 	-6.14 	: @C	3.23 	-12.11 	7.92 	3.12 	0.43 	-71.92 	57.31 	121.04 	10.81 	1.84 	: 
A,FOR,PCH_PRE,I551,BE22	: 	: 	: 	: 	: 	1 	13 	1.5 	8.1 	2.9 	6.6 	-5 	-7.5 	-6.4 	1.4 	3.7 	5.29 	4.15 	2.34 	-4.49 	8.21 	-0.66 	-11.43 	-8.55 	: @C	5.35 	11.9 	14.28 	3.12 	0.58 	-65.21 	15.1 	114.96 	4.32 	9.08 	: 
